horizon_days,n_trades,total_notional,total_pnl,notional_weighted_return,equal_weight_mean_return,pct_of_all_notional
1,13,6150013.0,-35620.823543209604,-0.0057919915849299185,0.0100547197231503,1.0
3,13,6150013.0,41813.84173266872,0.006798984283881793,0.02748845435676906,1.0
5,13,6150013.0,44618.51197186093,0.0072550272612205745,0.07440930910011699,1.0
10,13,6150013.0,31699.870731225325,0.005154439629839047,0.06268256011943756,1.0
20,13,6150013.0,183667.83195261017,0.02986462499390004,0.12850617589387156,1.0
30,13,6150013.0,-164741.59319531007,-0.026787194302729127,0.03385213917994559,1.0
