date,daily_notional,daily_pnl_1d,cum_pnl_1d,daily_pnl_3d,cum_pnl_3d,daily_pnl_5d,cum_pnl_5d,daily_pnl_10d,cum_pnl_10d,daily_pnl_20d,cum_pnl_20d,daily_pnl_30d,cum_pnl_30d
2023-04-06,500001.0,-7986.31122740106,-7986.31122740106,-13846.766102633339,-13846.766102633339,1669.9998056885363,1669.9998056885363,1093.1806024841003,1093.1806024841003,27055.784709390973,27055.784709390973,32619.59642995735,32619.59642995735
2023-06-22,750002.0,-7330.774560239986,-15317.085787641046,-6148.103771941521,-19994.86987457486,-3396.2209159213735,-1726.2211102328372,1254.9458276743826,2348.126430158483,12580.072273593145,39635.856982984114,-24257.031643237828,8362.564786719522
2023-12-21,1000001.0,-3265.865792965072,-18582.951580606117,8716.221499981144,-11278.648374593715,10859.494623200993,9133.273512968157,66605.63275229403,68953.75918245252,222147.6724590614,261783.52944204552,392590.78972663556,400953.35451335507
2024-02-23,100001.0,7334.612928509416,-11248.338652096701,12074.280761722395,795.6323871286804,7199.901067828562,16333.17458079672,-670.0000195812744,68283.75916287124,1662.6074665238639,263446.1369085694,-4789.303073881447,396164.05143947364
2024-07-02,1000001.0,45732.40071485934,34484.062062762634,45080.16341110435,45875.79579823303,99780.11147074077,116113.28605153749,-38151.27765599762,30132.48150687362,-46058.70604026395,217387.43086830544,-37417.52624540052,358746.5251940731
2024-07-30,1000001.0,128121.11170645437,162605.17376921698,34126.928432266985,80002.72423050003,5013.049598934357,121126.33565047185,119637.67044314799,149770.15195002162,236865.25060425123,454252.68147255667,127060.73673807795,485807.26193215104
2025-01-17,800004.0,34373.220129156296,196978.3938983733,73027.8463287424,153030.57055924242,-35779.21849468686,85347.117155785,-26186.631925827605,123583.52002419402,73494.83359538233,527747.515067939,-78351.874442618,407455.38748953305
2026-01-23,1000002.0,16253.54070883068,213231.93460720396,24639.529944493654,177670.10050373606,30707.868633143946,116054.98578892896,-15460.657807827509,108122.86221636651,-50132.75469207587,477614.76037586306,-65118.7444065967,342336.64308293635
