date,position_cost,position_mtm,n_open_lots,n_tickers,realized_pnl,unrealized_pnl,total_pnl,daily_pnl,cum_pnl
2024-12-19,4350007.0,6762342.089114146,7,4,0.0,2412335.089114147,2412335.089114147,74028.69043467427,2412335.089114147
2024-12-20,4600008.0,7183925.635087882,8,4,0.0,2583917.635087882,2583917.635087882,171582.5459737354,2583917.635087882
2024-12-23,4600008.0,7382094.17567425,8,4,0.0,2782086.17567425,2782086.17567425,198168.54058636772,2782086.17567425
2024-12-24,4600008.0,7417131.478675739,8,4,0.0,2817123.478675739,2817123.478675739,35037.303001489025,2817123.478675739
2024-12-26,4600008.0,7409557.266166256,8,4,0.0,2809549.2661662577,2809549.2661662577,-7574.212509481236,2809549.2661662577
2024-12-27,4600008.0,7279430.808430841,8,4,0.0,2679422.808430841,2679422.808430841,-130126.45773541648,2679422.808430841
2024-12-30,4600008.0,7282598.192009431,8,4,0.0,2682590.1920094322,2682590.1920094322,3167.3835785910487,2682590.1920094322
2024-12-31,3600007.0,4391499.905281925,7,4,1757615.369988533,791492.9052819248,2549108.275270458,-133481.9167389744,2549108.275270458
2025-01-02,3600007.0,4436050.488923149,7,4,1757615.369988533,836043.4889231493,2593658.8589116824,44550.58364122454,2593658.8589116824
2025-01-03,3600007.0,4548459.708657529,7,4,1757615.369988533,948452.7086575294,2706068.0786460624,112409.21973438002,2706068.0786460624
2025-01-06,3600007.0,4648347.969952209,7,4,1757615.369988533,1048340.9699522095,2805956.3399407426,99888.26129468018,2805956.3399407426
2025-01-07,3600007.0,4462557.096523985,7,4,1757615.369988533,862550.0965239855,2620165.4665125185,-185790.87342822412,2620165.4665125185
2025-01-08,3600007.0,4464256.833924949,7,4,1757615.369988533,864249.833924949,2621865.203913482,1699.7374009634368,2621865.203913482
2025-01-10,3600007.0,4359112.3379723895,7,4,1757615.369988533,759105.3379723897,2516720.7079609227,-105144.49595255917,2516720.7079609227
2025-01-13,3600007.0,4297932.264728176,7,4,1757615.369988533,697925.2647281761,2455540.634716709,-61180.07324421359,2455540.634716709
2025-01-14,4150010.0,4815409.238248514,10,6,1757615.369988533,665399.2382485151,2423014.608237048,-32526.026479661,2423014.608237048
2025-01-15,4150010.0,4939731.548387004,10,6,1757615.369988533,789721.5483870046,2547336.9183755377,124322.31013848959,2547336.9183755377
2025-01-16,4150010.0,4837316.214129239,10,6,1757615.369988533,687306.2141292397,2444921.5841177725,-102415.33425776521,2444921.5841177725
2025-01-17,4150010.0,4936854.341932223,10,6,1757615.369988533,786844.3419322239,2544459.711920757,99538.12780298432,2544459.711920757
2025-01-21,4150010.0,4992118.916030659,10,6,1757615.369988533,842108.9160306597,2599724.2860191925,55264.574098435696,2599724.2860191925
2025-01-22,4150010.0,5134951.024904082,10,6,1757615.369988533,984941.0249040822,2742556.3948926153,142832.10887342272,2742556.3948926153
2025-01-23,4150010.0,5144611.090404085,10,6,1757615.369988533,994601.0904040862,2752216.460392619,9660.065500003751,2752216.460392619
2025-01-24,4150010.0,5040140.547267516,10,6,1757615.369988533,890130.5472675165,2647745.9172560493,-104470.54313656967,2647745.9172560493
2025-01-27,4150010.0,4577752.77969728,10,6,1757615.369988533,427742.7796972804,2185358.149685813,-462387.76757023623,2185358.149685813
2025-01-28,4150010.0,4835097.343642158,10,6,1757615.369988533,685087.3436421587,2442702.7136306916,257344.56394487852,2442702.7136306916
2025-01-29,4150010.0,4730024.746259138,10,6,1757615.369988533,580014.7462591383,2337630.116247671,-105072.59738302045,2337630.116247671
2025-01-30,4150010.0,4748648.891447882,10,6,1757615.369988533,598638.8914478819,2356254.261436415,18624.145188743714,2356254.261436415
2025-01-31,4150010.0,4651178.74342774,10,6,1757615.369988533,501168.7434277408,2258784.1134162736,-97470.14802014129,2258784.1134162736
2025-02-03,4150010.0,4550627.009847497,10,6,1757615.369988533,400617.00984749594,2158232.379836029,-100551.7335802447,2158232.379836029
2025-02-04,4150010.0,4619337.124066355,10,6,1757615.369988533,469327.1240663541,2226942.494054887,68710.11421885807,2226942.494054887
2025-02-05,4150010.0,4749334.611251336,10,6,1757615.369988533,599324.6112513357,2356939.981239869,129997.48718498182,2356939.981239869
2025-02-06,4150010.0,4828235.412072121,10,6,1757615.369988533,678225.4120721213,2435840.7820606544,78900.80082078557,2435840.7820606544
2025-02-07,4150010.0,4821388.382442324,10,6,1757615.369988533,671378.3824423248,2428993.7524308576,-6847.029629796743,2428993.7524308576
2025-02-10,4150010.0,4902783.113473612,10,6,1757615.369988533,752773.1134736125,2510388.4834621456,81394.73103128793,2510388.4834621456
2025-02-11,4150010.0,4913961.340146642,10,6,1757615.369988533,763951.3401466429,2521566.710135176,11178.226673030294,2521566.710135176
2025-02-12,4150010.0,4899317.599731198,10,6,1757615.369988533,749307.5997311982,2506922.9697197312,-14643.740415444598,2506922.9697197312
2025-02-13,4150010.0,5023102.208153685,10,6,1757615.369988533,873092.2081536845,2630707.5781422174,123784.60842248611,2630707.5781422174
2025-02-14,4150010.0,5117289.423561438,10,6,1757615.369988533,967279.4235614385,2724894.7935499717,94187.2154077543,2724894.7935499717
2025-02-18,4150010.0,5113874.895408602,10,6,1757615.369988533,963864.8954086035,2721480.2653971366,-3414.5281528350897,2721480.2653971366
2025-02-19,4150010.0,5118116.772819587,10,6,1757615.369988533,968106.7728195874,2725722.14280812,4241.877410983667,2725722.14280812
2025-02-20,4150010.0,5122169.705765682,10,6,1757615.369988533,972159.7057656833,2729775.0757542164,4052.9329460961744,2729775.0757542164
2025-02-21,4150010.0,4983578.721102079,10,6,1757615.369988533,833568.7211020795,2591184.0910906126,-138590.98466360383,2591184.0910906126
