date,position_cost,position_mtm,position_cost_stock,position_cost_option,position_mtm_stock,position_mtm_option,n_open_lots,n_open_stock_lots,n_open_option_lots,n_tickers,realized_pnl,unrealized_pnl,total_pnl,daily_pnl,cum_pnl
2025-08-29,22806077.370300293,31394708.256375138,4150010.0,18656067.370300293,5720242.88267743,25674465.373697698,21,10,11,7,1757615.369988533,8588630.886074837,10346246.25606337,-824785.0959310085,10346246.25606337
2025-09-02,22806077.370300293,31022813.26383174,4150010.0,18656067.370300293,5635094.968623677,25387718.29520806,21,10,11,7,1757615.369988533,8216735.893531443,9974351.263519976,-371894.99254339375,9974351.263519976
2025-09-03,22806077.370300293,31262515.334988017,4150010.0,18656067.370300293,5673030.720699117,25589484.614288893,21,10,11,7,1757615.369988533,8456437.964687714,10214053.334676247,239702.0711562708,10214053.334676247
2025-09-04,22806077.370300293,31486053.805724576,4150010.0,18656067.370300293,5711550.571908043,25774503.233816527,21,10,11,7,1757615.369988533,8679976.435424276,10437591.805412808,223538.47073656134,10437591.805412808
2025-09-05,22806077.370300293,31594665.825338926,4150010.0,18656067.370300293,5612096.427506543,25982569.39783238,21,10,11,7,1757615.369988533,8788588.455038626,10546203.825027158,108612.01961435005,10546203.825027158
2025-09-08,22806077.370300293,31907595.61123481,4150010.0,18656067.370300293,5634218.905789564,26273376.705445245,21,10,11,7,1757615.369988533,9101518.240934515,10859133.610923048,312929.7858958896,10859133.610923048
2025-09-09,22806077.370300293,31905360.590803187,4150010.0,18656067.370300293,5670909.7848440185,26234450.805959173,21,10,11,7,1757615.369988533,9099283.220502898,10856898.59049143,-2235.020431617275,10856898.59049143
2025-09-10,22806077.370300293,33036879.53829597,4150010.0,18656067.370300293,5761648.482162924,27275231.056133043,21,10,11,7,1757615.369988533,10230802.167995669,11988417.537984202,1131518.9474927709,11988417.537984202
2025-09-11,22806077.370300293,32887097.795061417,4150010.0,18656067.370300293,5773120.925722211,27113976.869339205,21,10,11,7,1757615.369988533,10081020.424761126,11838635.794749659,-149781.74323454313,11838635.794749659
2025-09-12,22806077.370300293,33030517.914782606,4150010.0,18656067.370300293,5803076.516243963,27227441.39853864,21,10,11,7,1757615.369988533,10224440.544482311,11982055.914470844,143420.11972118542,11982055.914470844
2025-09-15,22806077.370300293,33166616.325983603,4150010.0,18656067.370300293,5817570.8250455605,27349045.50093804,21,10,11,7,1757615.369988533,10360538.955683302,12118154.325671835,136098.4112009909,12118154.325671835
2025-09-16,22806077.370300293,32838583.3959804,4150010.0,18656067.370300293,5768402.423068362,27070180.972912036,21,10,11,7,1757615.369988533,10032506.025680104,11790121.395668637,-328032.93000319786,11790121.395668637
2025-09-17,22806077.370300293,32124850.61055981,4150010.0,18656067.370300293,5675326.058473319,26449524.55208649,21,10,11,7,1757615.369988533,9318773.240259513,11076388.610248046,-713732.785420591,11076388.610248046
2025-09-18,22806077.370300293,32668701.08631152,4150010.0,18656067.370300293,5791818.775882396,26876882.310429126,21,10,11,7,1757615.369988533,9862623.716011224,11620239.085999757,543850.475751711,11620239.085999757
2025-09-19,22806077.370300293,32852459.342906296,4150010.0,18656067.370300293,5836172.567277399,27016286.775628895,21,10,11,7,1757615.369988533,10046381.972606,11803997.342594532,183758.25659477524,11803997.342594532
2025-09-22,22806077.370300293,33619811.35700651,4150010.0,18656067.370300293,6023074.849604406,27596736.507402107,21,10,11,7,1757615.369988533,10813733.986706216,12571349.356694749,767352.0141002163,12571349.356694749
2025-09-23,22806077.370300293,33067227.872687265,4150010.0,18656067.370300293,5901221.791317688,27166006.08136958,21,10,11,7,1757615.369988533,10261150.502386972,12018765.872375505,-552583.4843192436,12018765.872375505
2025-09-24,22806077.370300293,32888929.70435044,4150010.0,18656067.370300293,5860887.558305271,27028042.14604517,21,10,11,7,1757615.369988533,10082852.334050145,11840467.704038678,-178298.1683368273,11840467.704038678
2025-09-25,22806077.370300293,32980080.215471543,4150010.0,18656067.370300293,5894386.496271315,27085693.719200224,21,10,11,7,1757615.369988533,10174002.845171243,11931618.215159776,91150.51112109795,11931618.215159776
2025-09-26,22806077.370300293,32973909.401006896,4150010.0,18656067.370300293,5899994.415218905,27073914.98578799,21,10,11,7,1757615.369988533,10167832.030706601,11925447.400695134,-6170.814464641735,11925447.400695134
2025-09-29,22806077.370300293,33185646.674625326,4150010.0,18656067.370300293,5973065.55080247,27212581.123822864,21,10,11,7,1757615.369988533,10379569.304325035,12137184.674313568,211737.27361843362,12137184.674313568
2025-09-30,22806077.370300293,33686923.33096191,4150010.0,18656067.370300293,6068049.299219655,27618874.03174225,21,10,11,7,1757615.369988533,10880845.96066161,12638461.330650143,501276.65633657575,12638461.330650143
2025-10-01,22806077.370300293,33839384.503776036,4150010.0,18656067.370300293,6086600.284899896,27752784.218876142,21,10,11,7,1757615.369988533,11033307.133475741,12790922.503464274,152461.17281413078,12790922.503464274
2025-10-02,22806077.370300293,34133400.333867095,4150010.0,18656067.370300293,6130266.801733171,28003133.53213393,21,10,11,7,1757615.369988533,11327322.963566802,13084938.333555335,294015.83009106107,13084938.333555335
2025-10-03,22806077.370300293,34023562.35242009,4150010.0,18656067.370300293,6104997.902542456,27918564.44987762,21,10,11,7,1757615.369988533,11217484.98211978,12975100.352108313,-109837.98144702241,12975100.352108313
2025-10-06,22806077.370300293,33739605.617625855,4150010.0,18656067.370300293,6057766.911868836,27681838.70575702,21,10,11,7,1757615.369988533,10933528.247325558,12691143.617314091,-283956.7347942218,12691143.617314091
2025-10-07,22806077.370300293,33706867.44440493,4150010.0,18656067.370300293,6047547.782482116,27659319.661922812,21,10,11,7,1757615.369988533,10900790.074104631,12658405.444093164,-32738.173220926896,12658405.444093164
2025-10-08,22806077.370300293,34144354.26737007,4150010.0,18656067.370300293,6142308.076907028,28002046.190463033,21,10,11,7,1757615.369988533,11338276.897069767,13095892.2670583,437486.8229651358,13095892.2670583
2025-10-09,22806077.370300293,34410315.667769216,4150010.0,18656067.370300293,6197595.069889562,28212720.597879652,21,10,11,7,1757615.369988533,11604238.297468923,13361853.667457456,265961.4003991559,13361853.667457456
2025-10-10,22806077.370300293,33290778.28822388,4150010.0,18656067.370300293,5950915.405999194,27339862.88222469,21,10,11,7,1757615.369988533,10484700.917923586,12242316.28791212,-1119537.3795453366,12242316.28791212
2025-10-13,22806077.370300293,33851488.18326888,4150010.0,18656067.370300293,6072084.100254108,27779404.083014775,21,10,11,7,1757615.369988533,11045410.812968586,12803026.182957118,560709.8950449992,12803026.182957118
2025-10-14,22806077.370300293,33033203.857425712,4150010.0,18656067.370300293,5898284.09914108,27134919.75828463,21,10,11,7,1757615.369988533,10227126.487125413,11984741.857113946,-818284.3258431721,11984741.857113946
2025-10-15,22806077.370300293,33042477.916595213,4150010.0,18656067.370300293,5900501.35795075,27141976.558644466,21,10,11,7,1757615.369988533,10236400.546294918,11994015.916283451,9274.059169504791,11994015.916283451
2025-10-16,22806077.370300293,33196876.62189084,4150010.0,18656067.370300293,5931119.644752111,27265756.97713873,21,10,11,7,1757615.369988533,10390799.251590544,12148414.621579077,154398.70529562607,12148414.621579077
